province,year,subject_type,major,min_score,min_rank,batch,source_file,source_url
天津,2023,综合改革,法学,632,6310,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,法学,628,5851,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,法学,620,8532,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,工程力学,622,8085,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,工程力学,617,7977,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,工程力学,620,8532,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,新能源材料与器件,,,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,新能源材料与器件,611,9268,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,新能源材料与器件,620,8532,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,应用物理学,623,7894,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,应用物理学,613,8821,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,应用物理学,620,8532,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,智能医学工程,621,8264,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,智能医学工程,617,7977,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,智能医学工程,620,8532,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,电子信息材料,,,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,电子信息材料,,,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,电子信息材料,620,8532,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,数学与应用数学,,,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,数学与应用数学,,,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,数学与应用数学,620,8532,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,高分子材料与工程,621,8264,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,高分子材料与工程,612,9039,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,高分子材料与工程,619,8745,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,给排水科学与工程,620,8448,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,给排水科学与工程,611,9268,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,给排水科学与工程,619,8745,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,材料成型及控制工程,619,8656,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,材料成型及控制工程,617,7977,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,材料成型及控制工程,618,8963,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,建筑环境与能源应用工程,620,8448,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,建筑环境与能源应用工程,612,9039,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,建筑环境与能源应用工程,618,8963,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,交通工程,620,8448,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,交通工程,613,8821,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,交通工程,618,8963,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,金属材料工程（卓越工程师班）,,,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,金属材料工程（卓越工程师班）,613,8821,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,金属材料工程（卓越工程师班）,618,8963,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,土木工程,619,8656,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,土木工程,614,8610,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,土木工程,618,8963,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,土木工程（卓越工程师班）,619,8656,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,土木工程（卓越工程师班）,617,7977,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,土木工程（卓越工程师班）,618,8963,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,工业设计,619,8656,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,工业设计,615,8391,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,工业设计,617,9165,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,过程装备与控制工程,620,8448,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,过程装备与控制工程,611,9268,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,过程装备与控制工程,617,9165,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,应用化学,618,8852,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,应用化学,611,9268,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,应用化学,617,9165,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,智能建造,621,8264,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,智能建造,610,9504,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,智能建造,617,9165,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,化学工程与工艺,614,9671,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,化学工程与工艺,610,9504,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,化学工程与工艺,616,9379,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,大数据管理与应用,,,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,大数据管理与应用,,,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,大数据管理与应用,614,9791,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,海洋技术,612,10093,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,海洋技术,607,10160,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,海洋技术,614,9791,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,会计学,627,7157,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,会计学,619,7577,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,会计学,614,9791,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,无机非金属材料工程,,,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,无机非金属材料工程,609,9715,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,无机非金属材料工程,614,9791,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,环境工程,613,9863,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,环境工程,608,9938,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,环境工程,613,10009,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,金融学,620,8448,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,金融学,614,8610,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,金融学,613,10009,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,生物工程,619,8656,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,生物工程,610,9504,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,生物工程,613,10009,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,生物医学工程,618,8852,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,生物医学工程,610,9504,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,生物医学工程,613,10009,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,制药工程,616,9256,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,制药工程,610,9504,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,制药工程,613,10009,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,工商管理,620,8448,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,工商管理,611,9268,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,工商管理,611,10462,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,物联网工程（中外合作办学）,613,9863,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,物联网工程（中外合作办学）,610,9504,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,物联网工程（中外合作办学）,611,10462,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,工程管理,619,8656,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,工程管理,611,9268,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,工程管理,610,10681,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,工业工程,621,8264,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,工业工程,612,9039,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,工业工程,610,10681,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,汉语国际教育,617,9046,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,汉语国际教育,616,8193,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,汉语国际教育,610,10681,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,建筑学,614,9671,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,建筑学,604,10828,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,建筑学,609,10891,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,英语,609,10703,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,英语,610,9504,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,英语,608,11105,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,电气工程及其自动化（芬兰校区）,602,12191,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,电气工程及其自动化（芬兰校区）,602,11304,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,电气工程及其自动化（芬兰校区）,606,11588,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,环境工程（中外合作办学）,603,11949,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,环境工程（中外合作办学）,595,12966,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,环境工程（中外合作办学）,605,11793,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,日语,608,10898,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,日语,607,10160,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,日语,605,11793,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,公共事业管理,,,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,公共事业管理,,,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,公共事业管理,604,12046,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,法语,606,11323,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,法语,608,9938,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,法语,604,12046,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,计算机科学与技术（芬兰校区）,605,11545,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,计算机科学与技术（芬兰校区）,603,11067,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,计算机科学与技术（芬兰校区）,603,12295,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,机械设计制造及其自动化（芬兰校区）,599,12824,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,机械设计制造及其自动化（芬兰校区）,595,12966,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,机械设计制造及其自动化（芬兰校区）,599,13198,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,能源与动力工程（芬兰校区）,598,13028,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,能源与动力工程（芬兰校区）,595,12966,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,能源与动力工程（芬兰校区）,597,13657,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,设计学类,597,205,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,设计学类,588.5,179,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,设计学类,590,174,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,数学类,627,7157,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,数学类,622,7001,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,数学类,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,材料类,620,8448,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,材料类,,,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,材料类,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,公共管理类,606,11323,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,公共管理类,609,9715,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,公共管理类,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,安全工程,620,8448,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,安全工程,608,9938,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,安全工程,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,城乡规划,611,10297,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,城乡规划,602,11304,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,城乡规划,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,道路桥梁与渡河工程,623,7894,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,道路桥梁与渡河工程,610,9504,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,道路桥梁与渡河工程,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,环保设备工程,611,10297,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,环保设备工程,611,9268,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,环保设备工程,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,经济学,622,8085,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,经济学,,,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,经济学,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,软件工程,631,6479,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,软件工程,625,6455,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,软件工程,,,本科批,hebut_tianjin.xlsx,
天津,2023,综合改革,自动化（机器人智能试点班）,630,6632,本科批,hebut_tianjin.xlsx,
天津,2024,综合改革,自动化（机器人智能试点班）,,,本科批,hebut_tianjin.xlsx,
天津,2025,综合改革,自动化（机器人智能试点班）,,,本科批,hebut_tianjin.xlsx,
